UnixTime,p,v,h,filtered_v,filted_h
23392,94094.78,-0.0,32.4844,9.217758,13.269293
23444,94094.89,-19.741123,31.497345,8.399781,13.689282
23496,94094.89,-0.0,31.497345,8.258817,14.102223
23547,94094.98,-15.506103,30.72204,8.047358,14.504592
23599,94094.836,25.376135,31.990847,8.65363,14.937274
23651,94094.805,5.6387014,32.27278,8.653619,15.369955
23702,94094.805,-0.0,32.27278,8.710022,15.805456
23754,94095.01,-36.660027,30.439781,8.287033,16.219809
23806,94094.98,5.6389093,30.721727,8.343422,16.63698
23857,94095.01,-5.638367,30.43981,8.174235,17.045692
23909,94095.29,-50.743305,27.902645,7.6104136,17.426212
23961,94095.11,32.423786,29.523834,7.9346514,17.822945
24013,94095.11,-0.0,29.523834,7.694977,18.207695
24064,94095.11,-0.0,29.523834,7.624491,18.588919
24116,94094.98,23.969637,30.722317,7.7937155,18.978605
24168,94095.14,-29.60721,29.241955,7.568141,19.357012
24219,94095.586,-80.359116,25.224,6.14432,19.664228
24271,94095.414,31.008053,26.774403,6.524889,19.990473
24323,94095.02,70.48262,30.298534,6.8491473,20.33293
24374,94094.88,25.371248,31.567097,6.7786493,20.671862
24426,94094.98,-16.91418,30.721388,6.539024,20.998814
24478,94094.98,-0.0,30.721388,6.609506,21.329288
24529,94095.195,-39.475536,28.74761,6.468446,21.65271
24581,94095.195,-0.0,28.74761,6.468446,21.976133
24633,94095.45,-46.523613,26.421429,6.0032096,22.276293
24685,94095.484,-5.6378117,26.139536,6.017326,22.57716
24736,94095.53,-8.457214,25.716675,6.2428327,22.889301
24788,94095.586,-9.864846,25.22343,6.524758,23.21554
24840,94095.5,15.502846,25.998575,6.609318,23.546005
24891,94095.695,-35.239155,24.236616,6.256926,23.858852
24943,94095.695,-0.0,24.236616,5.946803,24.156193
24995,94095.586,19.735115,25.223372,6.0736923,24.459877
25046,94095.586,-0.0,25.223372,5.904578,24.755106
25098,94095.46,22.550547,26.350897,5.185929,25.014404
25150,94095.46,-0.0,26.350897,5.355056,25.282156
25202,94095.414,8.457631,26.77378,5.242346,25.544273
25253,94095.69,-49.33328,24.307117,4.6362643,25.776089
25305,94095.59,16.913666,25.1528,4.805401,26.016357
25357,94096.0,-73.29939,21.48783,4.213358,26.227024
25408,94096.09,-16.913628,20.642147,4.016039,26.427826
25460,94096.03,11.274004,21.205849,3.8610072,26.620876
25512,94096.09,-11.273572,20.64217,3.5509918,26.798428
25564,94095.75,62.00487,23.742413,3.9033413,26.993593
25615,94095.41,62.009888,26.842907,4.1288896,27.200037
25667,94095.59,-33.818172,25.151999,3.7907078,27.389574
25719,94095.83,-42.27919,23.038038,3.128304,27.545988
25770,94095.83,-0.0,23.038038,2.8887846,27.690428
25822,94095.914,-15.50569,22.262754,1.8741982,27.78414
25874,94095.766,26.77227,23.601366,1.5641696,27.862347
25925,94095.75,2.8184032,23.742287,0.80321294,27.902508
25977,94095.81,-11.274066,23.178583,-0.15508708,27.894753
26029,94095.766,8.454074,23.601288,-0.54965967,27.86727
26081,94095.57,35.23011,25.362793,-0.056473166,27.864447
26132,94095.26,56.36298,28.180943,0.36627138,27.882761
26184,94095.42,-29.592796,26.701302,0.21122831,27.893322
26236,94095.31,19.72239,27.687422,0.22528805,27.904589
26288,94095.41,-16.909174,26.841963,0.056196317,27.907398
26339,94095.41,-0.0,26.841963,0.16891709,27.915844
26391,94095.48,-12.679445,26.207989,0.11257738,27.921474
26443,94095.26,39.45332,28.180656,0.43667498,27.943308
26494,94095.48,-39.441826,26.208565,-0.07043353,27.939785
26546,94095.734,-46.497566,23.883686,0.19725916,27.949646
26598,94095.91,-30.992926,22.334042,-0.5916024,27.920067
26650,94095.805,18.316538,23.249868,-0.04217379,27.917957
26701,94095.805,-0.0,23.249868,-0.19711037,27.908102
26753,94095.63,30.999676,24.79985,-0.2111783,27.897543
26805,94095.63,-0.0,24.79985,-0.40836707,27.877125
26856,94095.47,29.589506,26.279327,0.2538062,27.889814
26908,94095.24,40.896675,28.32416,0.46532825,27.913082
26960,94095.24,-0.0,28.32416,0.53584146,27.939875
27011,94095.07,31.033525,29.875835,0.35260248,27.957504
27063,94095.1,-5.640934,29.59379,0.4795172,27.981482
27115,94095.1,-0.0,29.59379,0.53594023,28.00828
27166,94094.93,31.029999,31.14529,0.7898347,28.04777
27218,94095.07,-25.386642,29.875957,0.53596824,28.074568
27270,94095.15,-14.104528,29.17073,0.09870881,28.079504
27322,94095.15,-0.0,29.17073,0.3666245,28.097836
27373,94095.27,-22.568502,28.042305,-0.14109991,28.09078
27425,94095.4,-22.56374,26.914116,-0.8743696,28.047064
27477,94095.234,29.61725,28.39498,-0.67690516,28.013218
27528,94095.21,4.2307873,28.60652,-0.5358795,27.986422
27580,94095.21,-0.0,28.60652,-0.5499803,27.958923
27632,94095.21,-0.0,28.60652,-0.5499803,27.931425
27683,94095.234,-4.231527,28.394943,-0.5922955,27.90181
27735,94095.46,-40.90234,26.349827,-0.7756553,27.86303
27787,94095.37,16.921553,27.195908,-0.6769376,27.829182
27838,94095.6,-42.302193,25.080797,-1.0999595,27.774185
27890,94095.43,31.019863,26.63179,-0.71926296,27.738222
27942,94095.43,-0.0,26.63179,-0.9166502,27.69239
27993,94095.6,-31.028212,25.08038,-1.2269323,27.63104
28045,94095.266,60.61576,28.111168,-1.1143972,27.575323
28097,94095.336,-12.689736,27.476683,-1.1849022,27.516079
28148,94095.0,60.63717,30.508541,-0.57853043,27.487152
28200,94095.0,-0.0,30.508541,-0.24007311,27.47515
28252,94094.875,22.564905,31.636787,-0.22594419,27.46385
28303,94094.7,31.020197,33.187798,0.14065662,27.470884
28355,94094.52,32.43466,34.80953,0.4086066,27.491314
28407,94094.52,-0.0,34.80953,0.14071225,27.49835
28458,94094.52,-0.0,34.80953,0.408642,27.518782
28510,94094.36,29.612589,36.29016,0.76115143,27.556839
28562,94094.39,-5.6411514,36.008102,0.7047399,27.592077
28613,94094.36,5.639511,36.290077,0.9585468,27.640005
28665,94094.18,32.42474,37.911312,1.2827942,27.704147
28717,94093.91,49.34395,40.37851,1.9312942,27.800713
28769,94093.734,31.01385,41.929203,1.9876716,27.900097
28820,94093.8,-11.279078,41.36525,1.8184937,27.99102
28872,94094.18,-69.08682,37.910908,1.1276256,28.047401
28924,94094.36,-32.4228,36.28977,1.1699977,28.1059
28975,94094.39,-5.6394057,36.007797,1.0572146,28.15876
29027,94094.305,15.507446,36.783173,1.2686726,28.222195
29079,94094.555,-45.11342,34.5275,1.3249716,28.288443
29130,94094.8,-43.701866,32.342403,0.56371486,28.31663
29182,94094.93,-23.960949,31.144356,0.32410535,28.332836
29234,94094.96,-5.63831,30.862442,0.26772225,28.346222
29285,94094.93,5.6380887,31.144344,0.08440697,28.350443
29337,94094.64,52.15539,33.752113,0.90203285,28.395546
29389,94094.62,4.228976,33.963562,1.7479144,28.48294
29441,94094.87,-45.099457,31.70859,0.98683906,28.532282
29492,94094.75,21.142464,32.765713,0.49343723,28.556955
29544,94094.64,19.731037,33.752266,0.4370354,28.578806
29596,94094.64,-0.0,33.752266,0.606177,28.609116
29647,94094.47,31.020971,35.303314,0.9163868,28.654934
29699,94094.47,-0.0,35.303314,1.3111418,28.72049
29751,94094.47,-0.0,35.303314,1.3111418,28.786045
29802,94094.75,-50.752705,32.765682,1.2688515,28.84949
29854,94094.58,31.006605,34.31601,1.6352957,28.931253
29906,94094.58,-0.0,34.31601,1.7198678,29.017248
29958,94094.61,-5.638113,34.034103,1.7621353,29.105356
30009,94094.484,22.5512,35.161663,1.8326184,29.196987
30061,94094.4,15.502797,35.936802,2.3400385,29.313988
30113,94094.4,-0.0,35.936802,2.3400385,29.430988
30164,94094.23,31.008652,37.487236,2.4527736,29.553627
30216,94094.3,-12.684624,36.853004,2.3259273,29.669926
30268,94094.23,12.684623,37.487236,2.2272677,29.781288
30320,94094.055,31.00631,39.03755,2.5373306,29.908154
30371,94093.88,31.004568,40.58778,2.7628002,30.046293
30423,94093.836,8.456603,41.01061,3.3406994,30.21333
30475,94093.88,-8.455301,40.587845,3.08701,30.367678
30526,94093.88,-0.0,40.587845,3.8200035,30.558678
30578,94094.14,-46.521214,38.261787,3.5239275,30.734877
30630,94094.26,-21.139889,37.204792,3.199789,30.894867
30681,94093.96,53.559624,39.882774,3.8481202,31.087273
30733,94093.8,29.59421,41.362484,3.5240145,31.263474
30785,94093.85,-9.864359,40.869267,2.8052714,31.403738
30837,94093.99,-25.36603,39.600964,2.8897934,31.54823
30888,94094.11,-21.134632,38.544235,3.1012392,31.70329
30940,94093.914,35.23123,40.305798,3.4535515,31.875969
30992,94093.68,42.274273,42.41951,4.031351,32.077538
31043,94093.914,-42.28075,40.305473,3.3408206,32.24458
31095,94093.914,-0.0,40.305473,3.3126366,32.41021
31147,94093.766,26.782543,41.644604,3.6932025,32.59487
31199,94093.6,29.59322,43.124264,3.9045944,32.7901
31250,94093.73,-22.547693,41.99688,3.3268158,32.956444
31302,94093.664,11.272097,42.560482,2.8759067,33.10024
31354,94093.62,8.456058,42.983284,3.2563953,33.263058
31405,94093.73,-19.72817,41.996876,2.8618898,33.406155
31457,94093.78,-9.865234,41.503613,2.9323292,33.55277
31509,94093.86,-14.092937,40.79897,2.7913997,33.69234
31561,94093.695,29.592934,42.278614,3.2141235,33.853046
31612,94093.664,5.635655,42.5604,2.8759472,33.99684
31664,94093.695,-5.63664,42.27857,3.213999,34.157543
31716,94093.75,-9.864696,41.78533,3.580329,34.33656
31767,94093.58,30.996191,43.335144,4.20022,34.54657
31819,94093.516,11.272647,43.898777,4.129781,34.753056
31871,94093.484,5.6358833,44.18057,4.1861396,34.962364
31923,94093.695,-38.042908,42.278423,3.4957144,35.13715
31974,94093.984,-52.133823,39.671734,2.9743762,35.28587
32026,94093.984,-0.0,39.671734,2.67848,35.419792
32078,94093.92,11.285264,40.235996,2.3823655,35.53891
32129,94094.43,-91.674545,35.652267,1.46562,35.61219
32181,94094.49,-11.280623,35.088238,1.0424787,35.664314
32233,94094.67,-32.435497,33.466465,0.7745331,35.70304
32284,94094.86,-33.844395,31.774244,0.4360892,35.724846
32336,94094.67,33.8425,33.46637,0.46421388,35.748055
32388,94094.51,29.611662,34.946953,1.0141971,35.798763
32440,94094.67,-29.613903,33.466255,0.85910314,35.841717
32491,94094.86,-33.844395,31.774035,0.5206592,35.867752
32543,94094.734,22.564728,32.90227,0.9719915,35.916348
32595,94094.734,-0.0,32.90227,1.1976296,35.97623
32646,94094.734,-0.0,32.90227,0.9014565,36.021305
32698,94094.734,-0.0,32.90227,0.8591485,36.064262
32750,94095.305,-102.955475,27.754498,-0.17040613,36.05574
32801,94095.336,-5.640527,27.472473,-0.22681141,36.0444
32853,94095.305,5.640741,27.754509,-0.12808861,36.038
32905,94095.48,-31.015617,26.203728,-0.02922113,36.036537
32956,94095.555,-14.102118,25.498623,-0.33945766,36.01956
33008,94095.336,39.4814,27.472692,0.47837895,36.043484
33060,94095.305,5.6392126,27.754652,0.22457184,36.054714
33111,94095.305,-0.0,27.754652,0.22457184,36.06594
33163,94095.08,40.891476,29.799227,0.94376934,36.113132
33215,94095.06,2.8198264,29.940218,0.36580867,36.13142
33266,94095.08,-2.820047,29.799213,0.46450597,36.154644
33318,94095.06,2.8193898,29.940186,-0.113672346,36.148964
33370,94095.23,-29.602972,28.460037,-0.40970203,36.128475
33422,94095.48,-45.11711,26.204182,-1.0865222,36.07415
33473,94095.85,-67.65846,22.821257,-2.073309,35.970486
33525,94095.79,11.277967,23.385155,-2.2848754,35.85624
33577,94095.82,-5.6389885,23.103207,-2.3412652,35.739178
33628,94095.95,-23.96528,21.904942,-2.580918,35.61013
33680,94096.01,-9.866916,21.411596,-2.9757128,35.461346
33732,94095.875,23.960247,22.60961,-2.679699,35.32736
33783,94095.875,-0.0,22.60961,-2.7360938,35.190556
33835,94095.695,32.430664,24.231142,-2.7360346,35.053753
33887,94095.41,52.154137,26.838848,-2.7079325,34.918358
33938,94095.29,21.144844,27.896091,-2.8066223,34.778027
33990,94095.14,26.780949,29.23514,-2.4260223,34.656723
34042,94095.38,-43.692635,27.050507,-2.1720808,34.548122
34094,94094.98,73.30528,30.715769,-1.1148,34.492382
34145,94094.945,5.6377735,30.997658,-1.0020285,34.442284
34197,94094.71,42.285816,33.111946,-0.7342445,34.405567
34249,94094.664,8.456504,33.534775,-0.19854577,34.39564
34300,94094.46,36.650562,35.367302,0.6049785,34.42589
34352,94094.39,12.686226,36.001614,0.9714499,34.47446
34404,94094.27,21.14328,37.058777,1.2392657,34.536423
34456,94094.08,35.234066,38.82048,1.5352255,34.613186
34507,94093.836,43.696224,41.00529,1.4506344,34.68572
34559,94093.9,-11.274705,40.44156,1.2955974,34.7505
34611,94093.836,11.277972,41.005455,1.8593714,34.843468
34662,94093.9,-11.276669,40.441624,1.5351803,34.920227
34714,94093.734,29.595009,41.921375,1.6338203,35.00192
34766,94093.49,43.69554,44.10615,2.0707755,35.105457
34817,94093.24,45.103348,46.36132,2.2115998,35.216038
34869,94093.24,-0.0,46.36132,2.2115998,35.326614
34921,94093.18,11.276924,46.925167,2.324369,35.442833
34973,94093.1,14.092927,47.629814,2.9728243,35.591473
35024,94092.984,21.13944,48.686783,2.8741534,35.73518
35076,94092.984,-0.0,48.686783,2.8741534,35.878887
35128,94093.25,-47.928078,46.29038,2.451254,36.00145
35179,94093.22,5.6379385,46.572277,2.2821214,36.11556
35231,94093.47,-45.102608,44.317146,1.6760674,36.19936
35283,94093.47,-0.0,44.317146,1.6760674,36.283165
35335,94093.37,18.323683,45.23333,1.5492177,36.360626
35386,94093.375,-1.4092427,45.16287,1.661971,36.443726
35438,94093.44,-11.272203,44.59926,1.4224032,36.514847
35490,94093.34,16.909992,45.44476,1.28144,36.57892
35541,94093.23,21.139994,46.50176,1.1827943,36.638058
35593,94093.26,-5.636245,46.219948,1.041866,36.69015
35645,94093.32,-11.272494,45.656322,1.0136939,36.740837
35697,94093.35,-5.635489,45.37455,0.95733905,36.788704
35748,94093.516,-29.59027,43.895035,1.1266481,36.845036
35800,94093.57,-9.861901,43.401943,1.2394282,36.907005
35852,94093.62,-8.454208,42.979233,0.6192898,36.93797
35904,94093.65,-5.63538,42.697464,0.26699412,36.951317
35955,94093.79,-25.362682,41.42933,0.11201114,36.956917
36007,94093.85,-11.268605,40.8659,0.25298497,36.969566
36059,94094.05,-35.22729,39.104534,0.11205834,36.97517
36110,94094.15,-18.317503,38.188656,-0.42342907,36.954
36162,94094.32,-30.991606,36.639076,-1.1560874,36.896194
36214,94094.49,-30.994541,35.089348,-1.0432256,36.844032
36266,94094.62,-22.540218,33.962337,-1.2686279,36.7806
36317,94094.484,23.950893,35.15988,-1.2969441,36.715755
36369,94094.484,-0.0,35.15988,-1.5928768,36.636112
36421,94094.9,-74.6745,31.426159,-2.1141443,36.530407
36473,94095.06,-29.583382,29.94699,-2.522699,36.40427
36524,94094.92,25.359703,31.214973,-2.3536627,36.286587
36576,94094.87,9.860609,31.708006,-2.0577748,36.183697
36628,94094.89,-4.2262235,31.496695,-2.0013847,36.083626
36679,94094.945,-9.861383,31.003624,-1.9590693,35.985672
36731,94095.195,-45.081455,28.749552,-2.705813,35.85038
36783,94095.26,-11.269714,28.186068,-2.8748667,35.70664
36835,94095.42,-29.580662,26.707035,-3.1143072,35.550926
36886,94095.29,23.947235,27.904398,-2.7761877,35.412113
36938,94095.26,5.634748,28.186134,-3.0298023,35.260624
36990,94095.08,32.399864,29.806126,-2.8185303,35.119698
37042,94095.29,-38.035316,27.904358,-3.2552426,34.956936
37093,94095.11,32.402397,29.524479,-2.5507894,34.829395
37145,94095.07,7.044025,29.876678,-1.9590107,34.731445
37197,94094.875,35.216755,31.637516,-1.6068432,34.651104
37248,94094.72,28.202911,33.04766,-1.437667,34.57922
37300,94094.46,46.535034,35.374413,-0.055571318,34.576443
37352,94094.52,-11.280353,34.810394,-0.055568583,34.573666
37404,94094.46,11.280129,35.3744,0.38158754,34.592743
37455,94094.52,-11.28057,34.81037,0.6072253,34.623108
37507,94094.4,22.56163,35.93845,0.49441713,34.647827
37559,94094.29,19.739498,36.925426,0.39569572,34.667614
37610,94094.625,-60.624725,33.89419,0.08558724,34.671894
37662,94094.61,2.8197517,34.03518,0.4522285,34.694504
37714,94094.445,29.610884,35.515724,0.52269,34.72064
37765,94094.57,-22.561588,34.38764,0.2970741,34.735493
37817,94094.734,-29.606306,32.90733,0.0010110438,34.735542
37869,94094.83,-16.917252,32.061466,-0.16816148,34.727135
37920,94094.68,26.784166,33.400677,1.1292347,34.783596
37972,94094.92,-43.700413,31.215656,0.74863595,34.821026
38024,94094.97,-8.459296,30.792692,0.6076354,34.85141
38076,94094.97,-0.0,30.792692,0.9177913,34.897297
38127,94095.0,-5.640734,30.510654,1.0024049,34.94742
38179,94094.88,21.144623,31.567886,0.81903785,34.98837
38231,94094.88,-0.0,31.567886,0.7626452,35.026505
38282,94094.88,-0.0,31.567886,0.7626452,35.064636
38334,94094.766,21.152445,32.625507,0.5652551,35.092896
38386,94094.62,26.781761,33.964596,0.8048745,35.13314
38437,94094.62,-0.0,33.964596,0.8330749,35.174797
38489,94094.586,5.639789,34.246586,0.86127913,35.21786
38541,94094.42,29.605507,35.72686,1.4533633,35.290527
38592,94094.42,-0.0,35.72686,1.9045343,35.385754
38644,94094.99,-102.9382,30.579952,1.5517379,35.46334
38696,94094.836,28.195774,31.989742,1.7209163,35.54939
38748,94094.836,-0.0,31.989742,1.777306,35.638252
38799,94095.04,-36.663094,30.156586,1.6503274,35.720768
38851,94095.06,-4.229787,29.945097,1.7066983,35.806103
38903,94095.18,-21.1465,28.887772,1.2556312,35.868885
38954,94095.25,-12.688901,28.253328,1.1287423,35.925323
39006,94095.11,25.37688,29.522171,1.0582048,35.978233
39058,94095.14,-5.638675,29.240238,0.4802762,36.002247
39109,94095.19,-8.457852,28.817347,0.1842489,36.01146
39161,94095.016,31.011581,30.367926,0.22655576,36.02279
39213,94094.75,47.929085,32.76438,1.1427724,36.07993
39265,94094.41,62.0201,35.865387,1.0299215,36.131424
39316,94094.266,25.372414,37.134007,1.2272679,36.192787
39368,94094.05,39.46918,39.107468,1.1991016,36.252743
39420,94094.14,-16.913422,38.261795,0.94540256,36.30001
39471,94094.32,-32.416702,36.64096,0.2547297,36.31275
39523,94094.26,11.276713,37.204796,0.24063447,36.32478
39575,94093.99,47.923477,39.60097,0.5084369,36.350204
39627,94093.88,19.727522,40.58735,0.35337076,36.367874
39678,94093.984,-18.320932,39.671303,-0.2668004,36.354534
39730,94093.92,11.2766285,40.23513,-0.041287277,36.352467
39782,94094.03,-19.731848,39.248543,-0.351385,36.3349
39833,94094.0,5.6381273,39.53045,-0.18223752,36.32579
39885,94094.13,-23.959766,38.33246,-0.7177855,36.2899
39937,94094.53,-71.88046,34.738438,-1.8735458,36.196224
39989,94094.88,-63.413895,31.567741,-2.9587176,36.048286
40040,94095.0,-21.140366,30.510723,-3.1701212,35.889782
40092,94095.32,-57.784534,27.621496,-3.8607352,35.696747
40144,94095.44,-21.139816,26.564507,-4.213062,35.48609
40195,94095.55,-19.731216,25.577944,-4.621769,35.255005
40247,94095.72,-31.00374,24.027758,-4.931806,35.008415
40299,94096.03,-56.357117,21.209902,-5.0160975,34.75761
40351,94096.09,-11.275313,20.646135,-5.1852293,34.49835
40402,94096.52,-77.503784,16.770947,-5.5092425,34.222885
40454,94096.84,-57.77641,13.882126,-6.0870066,33.918537
40506,94097.19,-62.006123,10.78182,-6.8903046,33.57402
40557,94097.51,-57.781338,7.892753,-7.454025,33.20132
40609,94097.43,14.092447,8.597376,-7.2003784,32.8413
40661,94097.69,-46.50125,6.272313,-7.8344903,32.449577
40713,94097.805,-21.140972,5.2152643,-8.257298,32.036713
40764,94097.83,-4.2272806,5.0039005,-8.24321,31.624552
40816,94098.01,-32.407207,3.38354,-8.454556,31.201824
40868,94098.36,-63.412266,0.21292642,-9.032326,30.75021
40919,94098.45,-16.91054,-0.6326006,-8.905528,30.304932
40971,94098.66,-36.63506,-2.4643536,-9.173259,29.84627
41023,94098.69,-5.6365786,-2.7461827,-9.145083,29.389015
41075,94098.61,14.091156,-2.0416248,-8.947818,28.941626
41126,94098.82,-38.042976,-3.9437737,-9.074619,28.487894
41178,94098.67,26.766285,-2.6054595,-8.694271,28.053179
41230,94098.61,11.270445,-2.041937,-8.229295,27.641714
41282,94098.59,2.8179903,-1.9010376,-8.0179405,27.240816
41333,94098.484,19.719051,-0.91508496,-7.5108333,26.865274
41385,94098.65,-29.581955,-2.3941827,-7.496708,26.490438
41437,94098.65,-0.0,-2.3941827,-7.2713056,26.126873
41488,94098.92,-49.316154,-4.8599906,-8.003976,25.726677
41540,94099.09,-30.993275,-6.409654,-8.313909,25.310982
41592,94099.21,-21.130095,-7.466159,-7.7784643,24.922058
41644,94099.33,-21.130863,-8.522702,-7.69394,24.537361
41695,94099.38,-9.861454,-9.015775,-8.046151,24.135054
41747,94099.3,15.494757,-8.241036,-7.9898095,23.735561
41799,94099.49,-35.21396,-10.001735,-8.299686,23.320578
41851,94099.414,14.086381,-9.297416,-8.060209,22.917566
41902,94099.12,53.522278,-6.621302,-7.074172,22.563858
41954,94099.15,-5.6341457,-6.903009,-7.017816,22.212967
42006,94099.336,-33.807274,-8.593373,-7.0600824,21.859962
42058,94099.51,-30.989948,-10.14287,-7.6094546,21.47949
42109,94099.51,-0.0,-10.14287,-7.665802,21.096199
42161,94099.37,25.362232,-8.874759,-7.7361794,20.70939
42213,94099.43,-11.2686205,-9.4381895,-7.468511,20.335964
42264,94099.37,11.267311,-8.874824,-7.6798635,19.951973
42316,94099.164,36.620922,-7.0437775,-7.3840938,19.582767
42368,94099.02,25.356441,-5.775955,-7.482697,19.208632
42420,94099.086,-11.280436,-6.339977,-7.8775296,18.814756
42471,94099.164,-14.099746,-7.0449643,-8.483878,18.390562
42523,94099.24,-14.101398,-7.7500343,-8.512089,17.964958
42575,94099.414,-31.023619,-9.301215,-8.935126,17.518202
42626,94099.33,15.509457,-8.525743,-8.667226,17.08484
42678,94099.33,-0.0,-8.525743,-8.892842,16.640198
42730,94099.33,-0.0,-8.525743,-9.090237,16.185686
42781,94099.21,21.15331,-7.4680767,-8.272457,15.772062
42833,94099.24,-5.6400137,-7.7500777,-8.357055,15.35421
42885,94099.24,-0.0,-7.7500777,-8.653163,14.921552
42936,94099.24,-0.0,-7.7500777,-8.427547,14.500174
42988,94099.07,31.025536,-6.1988006,-7.8212285,14.109113
43040,94099.07,-0.0,-6.1988006,-7.652056,13.72651
43091,94099.05,4.2313247,-5.9872346,-7.8775845,13.332631
43143,94098.9,26.792236,-4.6476226,-7.1726584,12.973998
43195,94099.15,-45.122,-6.903723,-7.539285,12.597034
43247,94099.33,-32.430744,-8.52526,-7.863592,12.2038555
43298,94099.33,-0.0,-8.52526,-7.807186,11.813496
43350,94099.49,-29.609484,-10.005734,-8.314727,11.397759
43402,94099.44,9.869855,-9.512241,-8.216028,10.9869585
43453,94099.6,-29.609512,-10.992717,-8.512123,10.561352
43505,94099.6,-0.0,-10.992717,-8.723647,10.12517
43557,94099.46,25.382105,-9.723612,-8.737644,9.688288
43608,94099.44,4.229938,-9.5121155,-8.695345,9.253521
43660,94099.516,-14.0979,-10.2170105,-8.892722,8.808885
43712,94099.34,31.015438,-8.666238,-8.878623,8.364954
43763,94099.34,-0.0,-8.666238,-8.878623,7.921023
43815,94099.0,62.04911,-5.5637827,-7.22875,7.5595856
43867,94099.16,-28.195454,-6.9735556,-7.792661,7.1699524
43919,94099.09,11.277304,-6.4096904,-7.6798887,6.7859573
43970,94099.06,5.6385393,-6.1277637,-7.2568736,6.4231133
44022,94098.89,31.006027,-4.577462,-6.9045157,6.077888
44074,94098.95,-11.275322,-5.1412287,-6.805804,5.7375975
44125,94099.0,-8.459113,-5.564184,-6.763505,5.399422
44177,94099.06,-11.277951,-6.128082,-7.1300545,5.0429196
44229,94099.16,-16.91629,-6.973896,-7.2428303,4.680778
44280,94098.89,47.933235,-4.5772343,-6.678919,4.3468323
44332,94099.06,-31.014963,-6.1279826,-7.299185,3.981873
44384,94099.32,-46.520615,-8.454014,-8.243681,3.569689
44435,94099.16,29.604656,-6.9737806,-8.567836,3.1412973
44487,94099.16,-0.0,-6.9737806,-8.82156,2.7002194
44539,94099.28,-22.557713,-8.1016655,-9.441829,2.2281277
44591,94099.055,40.872467,-6.0580425,-8.86397,1.7849293
44642,94099.17,-21.145382,-7.115312,-8.751257,1.3473663
44694,94099.22,-8.457993,-7.5382113,-8.948604,0.8999361
44746,94099.17,8.457498,-7.1153364,-9.343264,0.43277287
44797,94099.22,-8.45832,-7.5382524,-9.62512,-0.048483163
44849,94099.47,-45.104908,-9.793498,-9.8929615,-0.54313123
44901,94099.4,12.685739,-9.15921,-9.87887,-1.0370748
44953,94099.09,54.976856,-6.410368,-9.1317835,-1.493664
45004,94099.32,-40.87227,-8.453981,-9.596888,-1.9735084
45056,94099.32,-0.0,-8.453981,-9.35729,-2.4413726
45108,94099.46,-25.377686,-9.722866,-8.8922615,-2.8859859
45159,94099.46,-0.0,-9.722866,-8.258123,-3.298892
45211,94099.6,-25.373688,-10.99155,-8.300458,-3.713915
45263,94099.77,-31.007437,-12.541922,-8.032686,-4.1155496
45314,94099.555,39.46177,-10.568833,-7.42667,-4.486883
45366,94099.49,11.27544,-10.005061,-7.1166053,-4.8427134
45418,94099.46,5.637389,-9.723191,-6.750193,-5.1802235
45470,94099.49,-5.6382656,-10.005105,-6.2430005,-5.492373
45521,94099.49,-0.0,-10.005105,-6.130248,-5.798886
45573,94099.24,45.107018,-7.749754,-4.904141,-6.0440927
45625,94099.21,5.6378284,-7.467863,-4.2699976,-6.2575927
45676,94099.336,-22.55126,-8.595426,-3.8754501,-6.4513655
45728,94099.39,-9.865037,-9.088677,-3.396286,-6.6211796
45780,94099.336,9.863124,-8.595521,-3.43858,-6.7931085
45832,94099.586,-45.09726,-10.850384,-3.4245398,-6.9643354
45883,94099.586,-0.0,-10.850384,-3.2131286,-7.124992
45935,94099.39,35.23909,-9.088429,-2.8184652,-7.265915
45987,94099.27,21.138527,-8.031504,-2.2830074,-7.3800654
46038,94099.43,-28.189531,-9.44098,-1.9307815,-7.476605
46090,94099.25,32.406113,-7.820675,-1.4376153,-7.5484858
46142,94099.43,-32.41796,-9.441573,-1.395444,-7.618258
46194,94099.37,11.272539,-8.877947,-1.2263527,-7.679576
46245,94099.164,36.637917,-7.0460505,-1.0008851,-7.72962
46297,94099.1,11.272764,-6.482413,-0.50772756,-7.7550063
46349,94098.51,107.08758,-1.1280339,0.2954849,-7.7402315
46400,94098.2,54.959442,1.6199383,0.7323753,-7.703613
46452,94098.47,-47.91611,-0.77586734,0.22503427,-7.692361
46504,94098.64,-31.002087,-2.3259718,-0.28217718,-7.70647
46556,94098.5,25.363937,-1.0577749,0.26728153,-7.6931057
46607,94098.5,-0.0,-1.0577749,0.26728153,-7.679742
46659,94098.47,5.636645,-0.7759427,0.8168098,-7.6389017
46711,94098.82,-63.4022,-3.9460526,0.49272057,-7.6142654
46762,94098.89,-12.679667,-4.5800357,0.5772246,-7.585404
46814,94098.89,-0.0,-4.5800357,0.7885335,-7.545977
46866,94099.4,-91.60145,-9.160109,-0.028866623,-7.5474205
46918,94099.62,-39.44988,-11.132603,-0.5783129,-7.576336
46969,94099.54,14.086564,-10.428275,-0.085307494,-7.580601
47021,94099.43,19.725807,-9.441985,-0.028913468,-7.582047
47073,94099.51,-14.086552,-10.146313,-0.70500195,-7.617297
47125,94099.164,61.98705,-7.0469604,-0.028789835,-7.6187363
47176,94098.85,56.34557,-4.229682,0.87273866,-7.575099
47228,94098.93,-14.08777,-4.9340706,1.0417604,-7.523011
